sentence_id,source_canonical,generated_headline,rules_applied_count,events_triggered,success,error
344,Scientists have used AI to make an inexpensive heart disease detector.,Scientists used AI to make inexpensive heart disease detector ,3,FW-DEL:have→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
345,An implant that may restore facial movement after paralysis has been made.,implant that restore facial movement after paralysis been made ,4,FW-DEL:an→ABSENT|FW-DEL:may→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
346,Union Minister Kiren Rijiju has said that there are no plans to repeal AFSPA.,Union Minister Kiren Rijiju said that there be no plans to repeal AFSPA ,3,FW-DEL:has→ABSENT|FORM-CHG:are→be|C-DEL:PERIOD→ABSENT,True,
347,The Nagpur police have said that a youth approached them to find a 'stolen heart'.,Nagpur police said that youth approach them to find ' stolen heart ' ,6,FW-DEL:the→ABSENT|FW-DEL:have→ABSENT|FW-DEL:a→ABSENT|FORM-CHG:approached→approach|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
348,A report has said that an ex-Saudi aide and key suspect in a journalist's murder is missing.,report said that ex - Saudi aide and key suspect in journalist 's murder is missing ,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
349,A video suggests that Putin has marked Russian Christmas by firing a cannon.,video suggest that Putin marked Russian Christmas by firing cannon ,5,FW-DEL:a→ABSENT|FORM-CHG:suggests→suggest|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
350,The Essar Group has repaid more than 80% of its total debt in two years.,Essar Group repaid more than 80 % of its total debt in two years ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
351,"After the Monsanto verdict, RSS outfits are seeking a change in the rules for patents.","After Monsanto verdict , RSS outfits seeking change in rules for patents ",5,FW-DEL:the→ABSENT|FW-DEL:are→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
352,The RBI has suggested that mobile wallet transactions declined by 5.7% in November.,RBI suggested that mobile wallet transactions decline by 5.7 % in November ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:declined→decline|C-DEL:PERIOD→ABSENT,True,
353,The Supreme Court's five-judge bench led by the CJI will hear the Ayodhya case from January 10.,Supreme Court 's five - judge bench led by CJI hear Ayodhya case from January 10 ,5,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:will→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
354,Royal Enfield President Rudratej Singh has stepped down.,Royal Enfield President Rudratej Singh stepped down ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
355,The ocean plastic collecting pipe has broken apart in the Pacific.,ocean plastic collecting pipe broken apart in Pacific ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
356,Azam Khan has demanded 5% reservation for the Muslim community.,Azam Khan demanded 5 % reservation for Muslim community ,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
357,Incense sticks will be made out of flower waste in Lucknow.,Incense sticks be made out of flower waste in Lucknow ,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True,
358,An MFB report has suggested that the ESIC Hospital fire was caused due to an illegal canteen.,MFB report suggested that ESIC Hospital fire was caused due to illegal canteen ,5,FW-DEL:an→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
359,Three people have been killed and 300 injured in a train crash in South Africa.,Three people been killed and 300 injured in train crash in South Africa ,3,FW-DEL:have→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
360,Israel will seek $250 billion from Arab nations that expelled Jews.,Israel seek $ 250 billion from Arab nations that expel Jews ,3,FW-DEL:will→ABSENT|FORM-CHG:expelled→expel|C-DEL:PERIOD→ABSENT,True,
361,Rwanda has banned skin lightening cosmetics.,Rwanda banned skin lightening cosmetics ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
362,Zoya Akhtar has said that film technicians need to be paid more.,Zoya Akhtar said that film technicians need to be paid more ,3,FW-DEL:has→ABSENT|FORM-CHG:need→need|C-DEL:PERIOD→ABSENT,True,
363,Guptill has taken a one-handed catch to deny Perera a second straight ton.,Guptill taken one - handed catch to deny Perera second straight ton ,4,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
364,A third top-level executive has exited from Infosys.,third top - level executive exited from Infosys ,3,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
365,Angad has said that it is hypocrisy to criticise Neha's pregnancy on social media.,Angad said that it is hypocrisy to criticise Neha 's pregnancy on social media ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
366,Pakistan Prime Minister Imran Khan has congratulated Virat Kohli for the record series win.,Pakistan Prime Minister Imran Khan congratulated Virat Kohli for record series win ,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
367,The BCCI has declared that IPL 2019 has to take place entirely in India despite the elections.,BCCI declared that IPL 2019 have to take place entirely in India despite elections ,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:has→have|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
368,"Ahead of the CES tech event, a humanoid robot has been hit by a Tesla car.","Ahead of CES tech event , humanoid robot been hit by Tesla car ",5,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
369,Omar has said that the BJP remembered to give quota after defeat in recent polls.,Omar said that BJP remember to give quota after defeat in recent polls ,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:remembered→remember|C-DEL:PERIOD→ABSENT,True,
370,The food startup Innerchef has raised ₹45 crore in Series B funding.,food startup Innerchef raised ₹ 45 crore in Series B funding ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
371,Jaitley has remarked on the balanced decision regarding the Supreme Court order to reinstate Alok Verma.,Jaitley remarked on balanced decision regarding Supreme Court order to reinstate Alok Verma ,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
372,Two sisters jumped into a crocodile-infested river to save 10 people.,Two sisters jump into crocodile - infested river to save 10 people ,3,FORM-CHG:jumped→jump|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
373,A man killed his wife's brother to get her sympathy votes in the poll.,man kill his wife 's brother to get her sympathy votes in poll ,4,FW-DEL:a→ABSENT|FORM-CHG:killed→kill|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
374,PM Modi and Trump have discussed the trade deficit and Afghanistan over the phone.,PM Modi and Trump discussed trade deficit and Afghanistan over phone ,4,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
375,Derek O'Brien has said that Jaitley misquoted James Bond to suit himself.,Derek O'Brien said that Jaitley misquote James Bond to suit himself ,3,FW-DEL:has→ABSENT|FORM-CHG:misquoted→misquote|C-DEL:PERIOD→ABSENT,True,
376,The Cabinet has cleared the merger of Dena Bank and Vijaya Bank with Bank of Baroda.,Cabinet cleared merger of Dena Bank and Vijaya Bank with Bank of Baroda ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
377,The trucking startup Fortigo is set to raise $50 million to enter lending services.,trucking startup Fortigo is set to raise $ 50 million to enter lending services ,3,FW-DEL:the→ABSENT|FORM-CHG:startup→startup|C-DEL:PERIOD→ABSENT,True,
378,"Zomato is in talks to raise up to $1 billion in funding, according to a report.","Zomato is in talks to raise up to $ 1 billion in funding , according to report ",2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
379,The ISRO Chairman has said that ISRO plans to launch 32 space missions in 2019.,ISRO Chairman said that ISRO plan to launch 32 space missions in 2019 ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:plans→plan|C-DEL:PERIOD→ABSENT,True,
380,Israeli scientists have made a drug to remove ageing cells in mice.,Israeli scientists made drug to remove ageing cells in mice ,3,FW-DEL:have→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
381,Mamata has said that the UGC is stopping scholarship grants to researchers.,Mamata said that UGC stopping scholarship grants to researchers ,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:is→ABSENT|C-DEL:PERIOD→ABSENT,True,
382,Sachin Tendulkar's childhood coach Ramakant Achrekar has died at the age of 86.,Sachin Tendulkar 's childhood coach Ramakant Achrekar died at age of 86 ,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
383,"Rahul has said, ""Give me 20 minutes with the Prime Minister for a one-on-one debate on Rafale.""","Rahul said , "" Give me 20 minutes with Prime Minister for one - on - one debate on Rafale . """,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT,True,
384,Six people have been killed in Denmark's worst train accident in 30 years.,Six people been killed in Denmark 's worst train accident in 30 years ,2,FW-DEL:have→ABSENT|C-DEL:PERIOD→ABSENT,True,
385,The GST fine has been waived for late returns between July 2017 and September 2018.,GST fine been waived for late returns between July 2017 and September 2018 ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
386,The NCLT has allowed the government to reopen IL&FS accounts for the past five years.,NCLT allowed government to reopen IL&FS account for past five years ,6,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:accounts→account|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
387,"The direct tax-to-GDP ratio of 5.98% in FY18 is the best in 10 years, according to the government.","direct tax - to - GDP ratio of 5.98 % in FY18 is best in 10 years , according to government ",4,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
388,The world's largest cigarette maker plans an IPO for its global arm.,world 's largest cigarette maker plan IPO for its global arm ,4,FW-DEL:the→ABSENT|FORM-CHG:plans→plan|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
389,"The government has approved a ₹1,600 crore subsidy for exporters of select goods.","government approved ₹ 1,600 crore subsidy for exporters of select goods ",4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
390,"Janhvi has said, ""I've no memory of four months, and I'm still in shock,"" about her mother's death.","Janhvi said , "" I 've no memory of four months , and I 'm still in shock , "" about her mother 's death ",2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
391,An Uttaran actress has said that her ex-boyfriend used to beat her in front of her friends.,Uttaran actress said that her ex - boyfriend used to beat her in front of her friends ,3,FW-DEL:an→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
392,"Dipika has said to Sreesanth, ""I'll be your sister for life,"" after her Bigg Boss win.","Dipika said to Sreesanth , "" I 'll be your sister for life , "" after her Bigg Boss win ",2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
393,"Ariana has said, ""Can they tell me too?"" on an article saying, ""Who is Ariana dating?""","Ariana said , "" they tell me too ? "" on article saying , "" Who is Ariana dating ? """,3,FW-DEL:has→ABSENT|FW-DEL:can→ABSENT|FW-DEL:an→ABSENT,True,
394,India has named a 13-man squad for the Sydney Test; Ishant Sharma is out injured.,India named 13 - man squad for Sydney Test ; Ishant Sharma is out injured ,4,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
395,"The Speaker has asked Congress MPs, ""Did you not make paper planes in childhood?""","Speaker asked Congress MPs , "" you not make paper planes in childhood ? """,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:did→ABSENT,True,
396,Arun Jaitley quoted a James Bond movie against the Gandhi family in the Lok Sabha.,Arun Jaitley quote James Bond movie against Gandhi family in Lok Sabha ,5,FORM-CHG:quoted→quote|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
397,Congress MPs hurled paper planes at Jaitley amid the Rafale debate in the Lok Sabha.,Congress mps hurl paper planes at Jaitley amid Rafale debate in Lok Sabha ,5,FORM-CHG:MPs→mps|FORM-CHG:hurled→hurl|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
398,"Pakistan has misplaced 23 Indian passports, confirms Sushma Swaraj.","Pakistan misplaced 23 Indian passports , confirm Sushma Swaraj ",3,FW-DEL:has→ABSENT|FORM-CHG:confirms→confirm|C-DEL:PERIOD→ABSENT,True,
399,Police raided a PNB branch on New Year and arrested partying drunk staff.,Police raid PNB branch on New Year and arrest partying drunk staff ,4,FORM-CHG:raided→raid|FW-DEL:a→ABSENT|FORM-CHG:arrested→arrest|C-DEL:PERIOD→ABSENT,True,
400,Jeff Bezos celebrated New Year by riding a horse into a US store.,Jeff Bezos celebrate New Year by riding horse into US store ,4,FORM-CHG:celebrated→celebrate|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
401,"Iran will invest ₹11,500 crore in Chennai Petroleum's refinery expansion.","Iran invest ₹ 11,500 crore in Chennai Petroleum 's refinery expansion ",2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True,
402,"Randeep Hooda said, ""I try to be a voice for voiceless animals.""","Randeep Hooda say , "" I try to be voice for voiceless animals . """,3,FORM-CHG:said→say|FORM-CHG:try→try|FW-DEL:a→ABSENT,True,
403,"Sara may star in Remo's film after Katrina's exit, according to a report.","Sara star in Remo 's film after Katrina 's exit , according to report ",3,FW-DEL:may→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
404,Netflix was criticised for pulling a comedy show episode in Saudi Arabia.,Netflix was criticised for pulling comedy show episode in Saudi Arabia ,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
405,"The High Court set aside the ED order attaching Tech Mahindra's FDs worth ₹1,822 crore.","High Court set aside ED order attaching Tech Mahindra 's FDs worth ₹ 1,822 crore ",4,FW-DEL:the→ABSENT|FORM-CHG:set→set|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
406,Ex-Google workers' AI startup aims to make people 'happy' at work.,Ex - Google workers ' AI startup aim to make people ' happy ' at work ,2,FORM-CHG:aims→aim|C-DEL:PERIOD→ABSENT,True,
407,"The Centre is planning a shutdown of sites over fake news, according to reports.","Centre planning shutdown of sites over fake news , according to reports ",4,FW-DEL:the→ABSENT|FW-DEL:is→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
408,"Ola has raised ₹114 crore from a Chinese scooter-making firm, according to a report.","Ola raised ₹ 114 crore from Chinese scooter - making firm , according to report ",4,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
409,The Australian Prime Minister told Nathan Lyon to live up to the 'GOAT' nickname in Sydney.,Australian Prime Minister tell Nathan Lyon to live up to ' GOAT ' nickname in Sydney ,4,FW-DEL:the→ABSENT|FORM-CHG:told→tell|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
410,"Parrikar has Rafale files in his bedroom, according to an audio clip released by Congress.","Parrikar have Rafale files in his bedroom , according to audio clip released by Congress ",3,FORM-CHG:has→have|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True,
411,"Congress is desperate to fabricate facts, says Parrikar on Rafale audio clip","Congress is desperate to fabricate facts , say Parrikar on Rafale audio clip",1,FORM-CHG:says→say,True,
412,The Kerala Chief Minister has confirmed that two women entered Sabarimala Temple today.,Kerala Chief Minister confirmed that two women enter Sabarimala Temple today ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:entered→enter|C-DEL:PERIOD→ABSENT,True,
413,The woman who entered Sabarimala said she faced no protest from devotees.,woman who enter Sabarimala say she face no protest from devotees ,5,FW-DEL:the→ABSENT|FORM-CHG:entered→enter|FORM-CHG:said→say|FORM-CHG:faced→face|C-DEL:PERIOD→ABSENT,True,
414,The Supreme Court will hear a plea on the rescue of miners trapped in Meghalaya.,Supreme Court hear plea on rescue of miners trapped in Meghalaya ,5,FW-DEL:the→ABSENT|FW-DEL:will→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
415,Pakistan claims it shot down an 'Indian spy quadcopter.',Pakistan claim it shoot down ' Indian spy quadcopter . ',3,FORM-CHG:claims→claim|FORM-CHG:shot→shoot|FW-DEL:an→ABSENT,True,
416,"crore Aadhaar cards have been issued to people till November 2018, according to the government.","crore Aadhaar cards been issued to people till November 2018 , according to government ",3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
417,An ex-MLA who allegedly shot at a woman during a New Year's Eve party has been arrested.,ex - MLA who allegedly shoot at woman during New Year 's Eve party been arrested ,6,FW-DEL:an→ABSENT|FORM-CHG:shot→shoot|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
418,"A speeding car hit a girl in Mumbai, and the victim was thrown in the air on impact.","speeding car hit girl in Mumbai , and victim was thrown in air on impact ",6,FW-DEL:a→ABSENT|FORM-CHG:hit→hit|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
419,"The high-speed car hit a girl in Mumbai, and the victim was thrown in the air on impact.","high - speed car hit girl in Mumbai , and victim was thrown in air on impact ",6,FW-DEL:the→ABSENT|FORM-CHG:hit→hit|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
420,"China is building the 'most advanced' naval warships for Pakistan, according to a report.","China building ' most advanced ' naval warships for Pakistan , according to report ",4,FW-DEL:is→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
421,Cathay Pacific mistakenly sold ₹11.2 lakh tickets for ₹1.47 lakh.,Cathay Pacific mistakenly sell ₹ 11.2 lakh tickets for ₹ 1.47 lakh ,2,FORM-CHG:sold→sell|C-DEL:PERIOD→ABSENT,True,
422,Jet Airways has missed a loan repayment for the first time ever.,Jet Airways missed loan repayment for first time ever ,4,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
423,"Tanushree said, ""I was just a vessel of change,"" regarding #MeToo.","Tanushree say , "" I was just vessel of change , "" regarding # MeToo ",3,FORM-CHG:said→say|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
424,Google has won US approval for a radar-based hand motion sensor.,Google won US approval for radar - based hand motion sensor ,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
425,"Waymo self-driving vehicles are being vandalised in the US, according to a report.","Waymo self - driving vehicles being vandalised in US , according to report ",4,FW-DEL:are→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
426,"The AAP said, ""Words of an outgoing PM have no effect,"" on the Prime Minister's interview.","AAP say , "" Words of outgoing PM have no effect , "" on Prime Minister 's interview ",6,FW-DEL:the→ABSENT|FORM-CHG:said→say|FW-DEL:an→ABSENT|FORM-CHG:have→have|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
427,An ex-Chief Minister has demanded that the MP government reintroduce the ritual of 'Vande Mataram.',ex - Chief Minister demanded that MP government reintroduce ritual of ' Vande Mataram . ',5,FW-DEL:an→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:reintroduce→reintroduce|FW-DEL:the→ABSENT,True,
428,"The VHP said, ""Hindus can't wait till eternity for a verdict,"" regarding the Ram Mandir.","VHP say , "" Hindus ca n't wait till eternity for verdict , "" regarding Ram Mandir ",5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
429,Tamil Nadu has moved the Supreme Court against the reopening of the Sterlite plant.,Tamil Nadu moved Supreme Court against reopening of Sterlite plant ,5,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
430,"Brazil has been liberated from socialism, said the new President at his inauguration.","Brazil been liberated from socialism , say new President at his inauguration ",4,FW-DEL:has→ABSENT|FORM-CHG:said→say|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
431,The new President at inauguration said that Brazil is liberated from socialism.,new President at inauguration say that Brazil is liberated from socialism ,3,FW-DEL:the→ABSENT|FORM-CHG:said→say|C-DEL:PERIOD→ABSENT,True,
432,The Mayor of a city in Mexico was assassinated less than two hours after taking office.,Mayor of city in Mexico was assassinated less than two hours after taking office ,3,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
433,The government has appointed LIC MD Bhargava as the insurer's interim Chairman.,government appointed LIC MD Bhargava as insurer 's interim Chairman ,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
434,The RBI has allowed restructuring of small business loans of up to ₹25 crore.,RBI allowed restructuring of small business loans of up to ₹ 25 crore ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
435,Kunal Shah has launched CRED to reward creditworthy credit card users.,Kunal Shah launched CRED to reward creditworthy credit card users ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
436,Warne gave 150 runs and took only Shastri's wicket on his Test debut.,Warne give 150 runs and take only Shastri 's wicket on his Test debut ,3,FORM-CHG:gave→give|FORM-CHG:took→take|C-DEL:PERIOD→ABSENT,True,
437,"Deepika commented, ""Hungry anyone?"" about a dosa named after her in a US restaurant.","Deepika comment , "" Hungry anyone ? "" about dosa named after her in US restaurant ",4,FORM-CHG:commented→comment|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
438,"Anupam Kher asked YouTube for help, saying, ""'The Accidental' trailer is missing, please help.""","Anupam Kher ask YouTube for help , saying , "" ' Accidental ' trailer missing , please help . """,3,FORM-CHG:asked→ask|FW-DEL:the→ABSENT|FW-DEL:is→ABSENT,True,
439,Amy Jackson has gotten engaged to British businessman George Panayiotou.,Amy Jackson gotten engaged to British businessman George Panayiotou ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
440,"Govinda said, ""Kader Khan was not just my ustaad but a father figure.""","Govinda say , "" Kader Khan was not just my ustaad but father figure . """,2,FORM-CHG:said→say|FW-DEL:a→ABSENT,True,
441,A Kolkata professor asked a student to bathe with him in a river.,Kolkata professor ask student to bathe with him in river ,5,FW-DEL:a→ABSENT|FORM-CHG:asked→ask|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
442,A neighbour stabbed a couple to death while locals filmed the incident in Delhi.,neighbour stab couple to death while locals film incident in Delhi ,6,FW-DEL:a→ABSENT|FORM-CHG:stabbed→stab|FW-DEL:a→ABSENT|FORM-CHG:filmed→film|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
443,A court granted divorce via WhatsApp as the husband was in Nagpur and the wife was in the US.,court grant divorce via WhatsApp as husband was in Nagpur and wife was in US ,6,FW-DEL:a→ABSENT|FORM-CHG:granted→grant|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
444,Two women who entered Sabarimala have asked the Supreme Court for police protection.,Two women who enter Sabarimala asked Supreme Court for police protection ,4,FORM-CHG:entered→enter|FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
445,Menstruating girls were allegedly confined in a government building in Uttarakhand.,Menstruating girls were allegedly confined in government building in Uttarakhand ,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
446,"Flipkart's Sachin has paid ₹1,699 crore advance tax for Q1 of FY19, according to a report.","Flipkart 's Sachin paid ₹ 1,699 crore advance tax for Q1 of FY19 , according to report ",3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
447,"According to reports, Flipkart's Sachin has paid ₹1,699 crore advance tax for Q1 of FY19.","According to reports , Flipkart 's Sachin paid ₹ 1,699 crore advance tax for Q1 of FY19 ",2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
448,Lakhs of people participated to form a 620-km long Women's Wall in Kerala.,Lakhs of people participate to form 620 - km long Women 's Wall in Kerala ,3,FORM-CHG:participated→participate|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
449,A woman PhD scholar was found hanging in a hostel room at IIT Madras.,woman PhD scholar was found hanging in hostel room at IIT Madras ,3,FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
450,Sabarimala was shut for purification after the entry of women below 50.,Sabarimala was shut for purification after entry of women below 50 ,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
451,The MP government has put on hold the singing of Vande Mataram at the Secretariat.,MP government put on hold singing of Vande Mataram at Secretariat ,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
452,A Thai man shot six family members and killed himself at a New Year party.,Thai man shoot six family members and kill himself at New Year party ,5,FW-DEL:a→ABSENT|FORM-CHG:shot→shoot|FORM-CHG:killed→kill|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
453,China has reserved the right to use force to stop the independence of Taiwan.,China reserved right to use force to stop independence of Taiwan ,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
454,China said that it reserves the right to use force to stop the independence of Taiwan.,China say that it reserve right to use force to stop independence of Taiwan ,5,FORM-CHG:said→say|FORM-CHG:reserves→reserve|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
455,The RSS said that PM Modi's stand on the Ram temple is a positive step.,RSS say that PM Modi 's stand on Ram temple is positive step ,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
456,PM Modi said that Congress wants to weaken the Army with false claims.,PM Modi say that Congress want to weaken Army with false claims ,4,FORM-CHG:said→say|FORM-CHG:wants→want|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
