sentence_id,direction,source,target,rule_chain,token_changes,num_rules,events,success
279,H2C,"Daggers, hydrogen peroxide is recovered in police raid at RSS office (is missing)","Daggers , hydrogen peroxide is recovered in police raid at RSS office ( is missing ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
280,H2C,PM Modi asked was Rafale deal held up because of Michel mama ( colon issue 1),A PM Modi asked was Rafale deal held up because of Michel mama ( colon issue 1 ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
281,H2C,"Amazon got criticism on selling toilet covers with Islam's holy text (verb missing , 2 sentences)","Amazon got criticism on selling toilet covers with Islam 's holy text ( verb missing , 2 sentences ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
282,H2C,RBI gives $400 million to Sri Lanka's central bank under swap deal,RBI gives $ 400 million to Sri Lanka 's central bank under swap deal.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
283,H2C,Scientists discover a process that stabilises fusion plasmas,Scientists discover a process that stabilises fusion plasmas.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
284,H2C,India is 2nd highest contributor to IBM's 2018 US patent record ( is missing),India is 2nd highest contributor to IBM 's 2018 US patent record ( is missing ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
285,H2C,"PM Modi launches projects worth ₹3,500 crore in Agra (correct)","A PM Modi launches projects worth ₹ 3,500 crore in Agra ( correct ).",FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
286,H2C,World Bank's outgoing President is joining private equity firm (incorrect verb used to -> is + verb+ing),World Bank 's outgoing President is joining private equity firm ( incorrect verb used to - > is + verb+ing ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
287,H2C,Apple CEO Tim Cook earns ₹960 crore in 2018 (correct),Apple CEO Tim Cook earns ₹ 960 crore in 2018 ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
288,H2C,South Korean startup makes ₹1.2L smart treadmill for cats (correct),South Korean startup makes ₹ 1.2L smart treadmill for cats ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
289,H2C,"Car sales in China, world's biggest market, fall 1st time in 20 yrs (correct)","A Car sales in China , world 's biggest market , fall 1st time in 20 yrs ( correct ).",FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
290,H2C,Nun who protested against bishop gets 'anti-religious life' notice (correct),Nun who protested against bishop gets ' anti - religious life ' notice ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
291,H2C,Noida installs 'tyre killers' to stop vehicles driving on wrong side (correct),Noida installs ' tyre killers ' to stop vehicles driving on wrong side ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
292,H2C,Photoshop failure shows Australia PM with 2 left feet in portrait (noun is mistaken as verb),A Photoshop failure shows Australia PM with 2 left feet in portrait ( noun is mistaken as verb ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
293,H2C,YouTube faces global outage for over an hour (correct),A YouTube faces global outage for over an hour ( correct ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
294,H2C,It was unveiled at CES that tech will monitor drivers and passengers in cars (),It was unveiled at CES that tech will monitor drivers and passengers in cars ( ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
295,H2C,Fire breaks out at under-construction hospital in Maharashtra,A Fire breaks out at under - construction hospital in Maharashtra.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
296,H2C,Oldest person in US died at age of 114 ( incorrect verb form is used),Oldest person in US died at age of 114 ( incorrect verb form is used ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
297,H2C,Yes Bank finalises names of potential successors to Rana Kapoor (correct),Yes Bank finalises names of potential successors to Rana Kapoor ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
298,H2C,Govt to issue new safety rules for A320neos with P&W engines (correct),Govt to issue new safety rules for A320neos with P&W engines ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
299,H2C,Rishabh Pant dances to Bharat Army's 'babysit' song dedicated to him (correct),Rishabh Pant dances to Bharat Army 's ' babysit ' song dedicated to him ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
300,H2C,6 Indians fined for illegal betting in Bangladesh Premier League (correct),6 Indians fined for illegal betting in Bangladesh Premier League ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
301,H2C,Body of 25-year-old woman found inside suitcase in Delhi,A Body of 25 - year - old woman found inside suitcase in Delhi.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
302,H2C,Fitness trainer in J&K hospitalised over addiction to PUBG,A Fitness trainer in J&K hospitalised over addiction to PUBG.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
303,H2C,Man drives a truck on fire to isolated place to avoid risk to others,A Man drives a truck on fire to isolated place to avoid risk to others.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
304,H2C,Journalist is jailed over Paradise Papers probe on previous Turkey PM (ex-> previous ; is missing),A Journalist is jailed over Paradise Papers probe on previous Turkey PM ( ex- > previous ; is missing ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
305,H2C,Indian oil companies has started paying Iran for oil in rupees ( has missing + third form of verb missing),Indian oil companies has started paying Iran for oil in rupees ( has missing + third form of verb missing ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
306,H2C,WhatsApp may introduce fingerprint verification for Android,WhatsApp may introduce fingerprint verification for Android.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
307,H2C,"AT&T updates 4G logo with '5G E', got criticism for misleading (2 sentences, missing verb)","AT&T updates 4 G logo with ' 5 G E ' , got criticism for misleading ( 2 sentences , missing verb ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
308,H2C,Shiv Sena tells BJP that Do not threaten us or we will bury you ( that missing for someone said something),Shiv Sena tells BJP that Do not threaten us or we will bury you ( that missing for someone said something ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
309,H2C,"PM Modi launches road, sewerage projects in Maharashtra","A PM Modi launches road , sewerage projects in Maharashtra.",FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
310,H2C,7 parties seek registration from Election Commission,7 parties seek registration from Election Commission.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
311,H2C,Lucknow's 'Andhe Ki Chowki' and 'Langda Phatak' to be renamed (and is misssing),Lucknow 's ' Andhe Ki Chowki ' and ' Langda Phatak ' to be renamed ( and is misssing ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
312,H2C,Taliban cancels peace talks with US over agenda disagreement,Taliban cancels peace talks with US over agenda disagreement.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
313,H2C,"Assets worth ₹6,000cr detected under foreign black money law","Assets worth ₹ 6,000cr detected under foreign black money law.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
314,H2C,UpGrad & IIIT B's Data Science program sees 90% rise in enrolment,UpGrad & IIIT B 's Data Science program sees 90 % rise in enrolment.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
315,H2C,"BCCI has given 24hrs to Pandya, KL Rahul to explain their remarks on talk show ( has + verb form missing)","BCCI has given 24hrs to Pandya , KL Rahul to explain their remarks on talk show ( has + verb form missing ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
316,H2C,CBI chief Alok Verma resumes work after 77-day leave,CBI chief Alok Verma resumes work after 77 - day leave.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
317,H2C,Cong appoints Apsara Reddy as 1st transgender office-bearer,A Cong appoints Apsara Reddy as 1st transgender office - bearer.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
318,H2C,Private FM stations allowed to air news from All India Radio,Private FM stations allowed to air news from All India Radio.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
319,H2C,"India and Norway agreed to collaborate each other on ocean economy and SDGs ( verb missing , ,-> and)","India and Norway agreed to collaborate each other on ocean economy and SDGs ( verb missing , , - > and ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
320,H2C,Tamil Nadu announces creation of 33rd district Kallakurichi,Tamil Nadu announces creation of 33rd district Kallakurichi.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
321,H2C,Protestor dies in Karnataka during strike by trade unions,Protestor dies in Karnataka during strike by trade unions.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
322,H2C,Tamil Nadu District Collector enrolls daughter at anganwadi,Tamil Nadu District Collector enrolls daughter at anganwadi.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
323,H2C,"passengers were grounded for 2 hours with dead body after Man dies on flight (2 sentences, conncetor missing)","passengers were grounded for 2 hours with dead body after Man dies on flight ( 2 sentences , conncetor missing ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
324,H2C,Trump calls Indian-origin policeman killed in US a national hero,A Trump calls Indian - origin policeman killed in US a national hero.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
325,H2C,"A girl from saudi who was seeking asylum has given refugee status by UN ( 2 sentences, mixture)","A girl from saudi who was seeking asylum has given refugee status by UN ( 2 sentences , mixture ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
326,H2C,A Man is found dead at night shelter for homeless in Aligarh ( is missing),A Man is found dead at night shelter for homeless in Aligarh ( is missing ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
327,H2C,Five of a family found dead at home in Uttar Pradesh,Five of a family found dead at home in Uttar Pradesh.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
328,H2C,"10-yr-old child consumed insecticide, he said there was no food at home ( noun missing)","10 - yr - old child consumed insecticide , he said there was no food at home ( noun missing ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
329,H2C,"Two men try to sell pangolin worth ₹40 lakh, held in Thane","Two men try to sell pangolin worth ₹ 40 lakh , held in Thane.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
330,H2C,Cabinet approves ST status for 6 communities in Assam,Cabinet approves ST status for 6 communities in Assam.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
331,H2C,Buddha boy is under probe in Nepal over missing devotees ( is missing),A Buddha boy is under probe in Nepal over missing devotees ( is missing ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
332,H2C,I&B Ministry raises govt's ad rates in print media by 25%,I&B Ministry raises govt 's ad rates in print media by 25 %.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
333,H2C,LS passes 10% quota bill for economically weak in general category,LS passes 10 % quota bill for economically weak in general category.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
334,H2C,Video goes viral of father dragging his daughter by hoodie at the airport (2 sentences mixture),A Video goes viral of father dragging his daughter by hoodie at the airport ( 2 sentences mixture ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
335,H2C,"During SA tour Pak batsman claims that he is under spell of black magic ( that missing, sentence reformation)","During SA tour Pak batsman claims that he is under spell of black magic ( that missing , sentence reformation ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
336,H2C,"Lankan bowler takes all 10 wickets in innings by  giving just 37 runs(,-> by)","Lankan bowler takes all 10 wickets in innings by   giving just 37 runs(,- > by ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
337,H2C,TMC MP wears PM Modi mask during protest in Parliament complex,TMC MP wears PM Modi mask during protest in Parliament complex.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
338,H2C,"6 fight with pub staff for not playing Sapna Choudhary song, held","6 fight with pub staff for not playing Sapna Choudhary song , held.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
339,H2C,Indian origin cop jailed for forging molestation victim's statement (hyphen),Indian origin cop jailed for forging molestation victim 's statement ( hyphen ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
340,H2C,Japanese startup makes smart wooden plank that plays music,Japanese startup makes smart wooden plank that plays music.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
341,H2C,WhatsApp adds private reply feature for group chats on iOS,WhatsApp adds private reply feature for group chats on iOS.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
342,H2C,Pune medtech startup gets ₹50 lakh from govt enterprise,Pune medtech startup gets ₹ 50 lakh from govt enterprise.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
343,H2C,"Goa Police and B'luru startup build tech to spot illegal drones(,-> and)","Goa Police and B'luru startup build tech to spot illegal drones(,- > and ).",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
344,H2C,Scientists use AI to make inexpensive heart disease detector,Scientists use AI to make inexpensive heart disease detector.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
345,H2C,Implant that may restore facial movement post paralysis made (correct),Implant that may restore facial movement post paralysis made ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
346,H2C,Union Minister KIren Rijiju said that there is no plans to repeal AFSPA(colon issue),Union Minister KIren Rijiju said that there is no plans to repeal AFSPA(colon issue ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
347,H2C,Nagpur police said that youth approched us to find 'stolen heart' (colon issue),Nagpur police said that youth approched us to find ' stolen heart ' ( colon issue ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
348,H2C,Report said that Ex-Saudi aide and key suspect in journo murder is missing (colon issue),Report said that Ex - Saudi aide and key suspect in journo murder is missing ( colon issue ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
349,H2C,Video suggests that Putin has marked Russian Christmas by firing cannon (colon issue),A Video suggests that Putin has marked Russian Christmas by firing cannon ( colon issue ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
350,H2C,Essar Group have repayed more than 80% of its total debt in 2 years (has missing),Essar Group have repayed more than 80 % of its total debt in 2 years ( has missing ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
351,H2C,After Monsanto verdict RSS outfits seeks change in rules of change in patent,After Monsanto verdict RSS outfits seeks change in rules of change in patent.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
352,H2C,RBI suggests that Mobile wallet transactions has been declined by 5.7% in November. (colon issue),RBI suggests that Mobile wallet transactions has been declined by 5.7 % in November . ( colon issue ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
353,H2C,SC's 5-judge bench led by CJI to hear Ayodhya case from Jan 10 (correct),SC 's 5 - judge bench led by CJI to hear Ayodhya case from Jan 10 ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
354,H2C,Royal Enfield President Rudratej Singh steps down (correct),Royal Enfield President Rudratej Singh steps down ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
355,H2C,Ocean plastic collecting pipe has  broken apart in the Pacific,An Ocean plastic collecting pipe has   broken apart in the Pacific.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
356,H2C,Azam Khan has demanded 5% reservation for Muslim community,Azam Khan has demanded 5 % reservation for Muslim community.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
357,H2C,Incense sticks to be made out of flower waste in Lucknow,An Incense sticks to be made out of flower waste in Lucknow.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
358,H2C,MFB report has suggested that ESIC Hospital fire caused due to illegal canteen (colon issue),A MFB report has suggested that ESIC Hospital fire caused due to illegal canteen ( colon issue ).,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
359,H2C,3 has been killed and 300 has been injured in a train crash in South Africa,3 has been killed and 300 has been injured in a train crash in South Africa.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
360,H2C,Israel to seek $250 bn from Arab nations that expelled Jews (correct),Israel to seek $ 250 bn from Arab nations that expelled Jews ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
361,H2C,Rwanda has  banned skin lightening cosmetics( has + verb missing),Rwanda has   banned skin lightening cosmetics ( has + verb missing ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
362,H2C,Zoya Akhtar said that Film technicians need to be paid more (colon issue),Zoya Akhtar said that Film technicians need to be paid more ( colon issue ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
363,H2C,Guptill has taken one-handed catch to deny Perera 2nd straight ton,Guptill has taken one - handed catch to deny Perera 2nd straight ton.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
364,H2C,Third top-level executive has been exited from Infosys,Third top - level executive has been exited from Infosys.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
365,H2C,Angad said that it is hypocrisy on social media criticism of Neha's pregnancy,Angad said that it is hypocrisy on social media criticism of Neha 's pregnancy.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
366,H2C,Pak PM Imran Khan has congratuled Virat Kohli for the recored series win,Pak PM Imran Khan has congratuled Virat Kohli for the recored series win.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
367,H2C,BCCI declared that IPL 2019 has to take place entirely in India despite of elections,BCCI declared that IPL 2019 has to take place entirely in India despite of elections.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
368,H2C,Ahead of the CES tech event humanoid robot has been hit by Tesla Car,Ahead of the CES tech event humanoid robot has been hit by Tesla Car.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
369,H2C,Omar said that BJP remembered to give quota after defeat in recent polls (colon issue),Omar said that BJP remembered to give quota after defeat in recent polls ( colon issue ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
370,H2C,Food Startup Innerchef has raised 45 cr in series B funding,A Food Startup Innerchef has raised 45 cr in series B funding.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
371,H2C,Jaitley remarked balanced decision on SC order to reinstate Alok Verma (colon issue),Jaitley remarked balanced decision on SC order to reinstate Alok Verma ( colon issue ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
372,H2C,2 sisters jump into crocodile-infested river to save 10 people (correct),2 sisters jump into crocodile - infested river to save 10 people ( correct ).,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
373,H2C,Man kills wife's brother to get her sympathy votes in poll,A Man kills wife 's brother to get her sympathy votes in poll.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
374,H2C,"PM Modi and  Trump discuss trade deficit and  Afghanistan over phone(,-> and)","A PM Modi and   Trump discuss trade deficit and   Afghanistan over phone(,- > and ).",FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
375,H2C,Jaitley misquoted James Bond to suit himself: Derek O'Brien,A Jaitley misquoted James Bond to suit himself : Derek O'Brien.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
376,H2C,"cabinet clears merger of Dena Bank, Vijaya Bank with Bank of Baroda","cabinet clears merger of Dena Bank , Vijaya Bank with Bank of Baroda.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
377,H2C,trucking startup Fortigo to raise $50mn to enter lending services,A trucking startup Fortigo to raise $ 50mn to enter lending services.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
378,H2C,Zomato in talks to raise up to $1 billion in funding: Report,Zomato in talks to raise up to $ 1 billion in funding : Report.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
379,H2C,ISRO plans to launch 32 space missions in 2019: Chairman,An ISRO plans to launch 32 space missions in 2019 : Chairman.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
380,H2C,Israel Scientists make drug to remove ageing cells in mice,Israel Scientists make drug to remove ageing cells in mice.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
381,H2C,UGC stopping scholarship grants to researchers: Mamata,UGC stopping scholarship grants to researchers : Mamata.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
382,H2C,Sachin Tendulkar's childhood coach Ramakant Achrekar dies aged 86,Sachin Tendulkar 's childhood coach Ramakant Achrekar dies aged 86.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
383,H2C,Give me 20 minutes with PM for one-on-one debate on Rafale: Rahul,Give me 20 minutes with PM for one - on - one debate on Rafale : Rahul.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
384,H2C,6 killed in Denmark's worst train accident in 30 years,6 killed in Denmark 's worst train accident in 30 years.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
385,H2C,GST fine waived for late returns between July 2017-Sep 2018,GST fine waived for late returns between July 2017 - Sep 2018.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
386,H2C,NCLT allows govt to reopen IL&FS accounts for past 5 years,NCLT allows govt to reopen IL&FS accounts for past 5 years.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
387,H2C,Direct tax-to-GDP ratio of 5.98% in FY18 best in 10 years: Govt,Direct tax - to - GDP ratio of 5.98 % in FY18 best in 10 years : Govt.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
388,H2C,The World largest cigarette maker plans IPO for its Global Arm,The World largest cigarette maker plans IPO for its Global Arm.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
389,H2C,Govt approves â‚1600 cr subsidy for exporters of select goods,Govt approves â‚1600 cr subsidy for exporters of select goods.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
390,H2C,"I've no memory of 4 months, still in shock: Janhvi on mother's death","I 've no memory of 4 months , still in shock : Janhvi on mother 's death.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
391,H2C,Ex-boyfriend used to beat me in front of my friends: Uttaran actress,An Ex - boyfriend used to beat me in front of my friends : Uttaran actress.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
392,H2C,I'll be your sister for life: Dipika to Sreesanth post Bigg Boss win,I 'll be your sister for life : Dipika to Sreesanth post Bigg Boss win.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
393,H2C,Can they tell me too: Ariana on article saying 'Who is Ariana dating?',Can they tell me too : Ariana on article saying ' Who is Ariana dating ? '.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
