sentence_id,direction,rule_id,rule_type,source_token,target_token,position,confidence
267,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
268,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
268,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,3,0.95
268,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
269,C2H,FW-DEL-AUX-ARE,FW-DEL,are,<DELETED>,1,0.9
269,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
269,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,13,0.95
269,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,gave,give,15,0.8
269,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
270,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
270,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
271,C2H,FW-DEL-AUX-IS,FW-DEL,is,<DELETED>,1,0.9
271,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
272,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
272,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,3,0.95
272,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
272,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
273,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
273,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
274,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
274,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
274,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,has,have,7,0.8
274,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,went,go,12,0.8
274,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
274,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
275,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
275,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,took,take,4,0.8
275,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
275,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
276,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,lost,lose,2,0.8
276,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
276,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
277,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
277,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,died,die,5,0.8
277,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,hit,hit,9,0.8
277,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
277,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
277,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
278,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
278,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
278,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
279,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
279,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,11,0.95
279,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
280,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
280,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
281,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
281,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
282,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
282,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
282,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,14,0.95
282,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
283,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,1,0.9
283,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
283,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,stabilises,stabilise,6,0.8
283,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,8,0.95
284,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,2,0.95
284,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
285,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
285,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
286,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
286,C2H,FW-DEL-AUX-IS,FW-DEL,is,<DELETED>,6,0.9
286,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,8,0.95
286,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
287,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,earned,earn,4,0.8
287,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
288,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
288,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
288,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
288,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
289,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
289,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,11,0.9
289,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
289,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,18,0.95
290,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
290,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,protested,protest,3,0.8
290,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
290,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,7,0.9
290,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,9,0.95
290,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
291,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
291,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,12,0.95
291,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
292,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
292,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
292,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
292,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,14,0.95
292,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
293,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
293,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
293,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,8,0.95
293,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,8,0.95
294,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,7,0.9
294,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
295,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
295,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
295,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,6,0.95
295,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
296,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
296,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
296,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,6,0.9
296,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
296,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
297,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
297,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
298,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
298,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,2,0.9
298,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
299,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,danced,dance,2,0.8
299,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
299,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
300,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,2,0.9
300,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
300,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
301,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
301,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
301,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,13,0.95
301,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
302,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
302,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
302,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
303,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
303,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,drove,drive,2,0.8
303,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
303,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,7,0.95
303,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
304,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
304,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
304,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
304,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
304,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
305,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,3,0.9
305,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
306,C2H,FW-DEL-AUX-MAY,FW-DEL,may,<DELETED>,1,0.9
306,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,7,0.95
307,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
307,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,14,0.9
307,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,19,0.95
308,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
308,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
308,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
308,C2H,FW-DEL-AUX-DO,FW-DEL,Do,<DELETED>,9,0.9
308,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,15,0.9
309,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
309,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
310,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,2,0.9
310,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,6,0.95
310,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,8,0.95
311,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
312,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
312,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
312,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,7,0.95
312,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,10,0.95
312,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
313,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,5,0.9
313,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
313,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
314,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,8,0.9
314,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
314,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
315,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
315,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
315,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,16,0.95
315,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
316,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
316,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,8,0.95
316,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
317,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
317,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
317,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
318,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
319,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,3,0.9
319,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
319,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
320,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
320,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,4,0.95
320,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
321,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
321,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
321,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
321,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
322,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
322,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
322,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,10,0.95
322,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
323,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
323,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
323,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,died,die,13,0.8
323,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,15,0.95
323,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
324,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
324,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,3,0.95
324,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
324,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,12,0.95
324,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
325,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
325,C2H,FW-DEL-AUX-WAS,FW-DEL,was,<DELETED>,6,0.9
325,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,9,0.9
325,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
325,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
326,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
326,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
326,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,7,0.95
326,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
326,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
327,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
327,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
328,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
328,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,said,say,10,0.8
328,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,was,be,12,0.8
328,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
329,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,tried,try,2,0.8
329,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
329,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
330,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
330,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
330,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
331,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
331,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
332,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
332,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
332,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
332,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
333,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
333,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
333,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,5,0.95
333,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,11,0.95
333,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
333,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
334,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
334,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
334,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
334,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
334,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
335,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,1,0.95
335,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
335,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,9,0.9
335,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,15,0.95
335,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
336,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
336,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
336,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,9,0.95
336,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
337,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
337,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
337,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
337,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
337,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,13,0.95
337,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
338,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,fought,fight,2,0.8
338,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
338,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,16,0.95
339,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
339,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
339,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
339,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
340,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
340,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
340,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,5,0.95
340,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,plays,play,10,0.8
340,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
341,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,1,0.9
341,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,3,0.95
341,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
342,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
342,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
342,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,10,0.95
342,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
343,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
343,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,4,0.95
343,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,7,0.9
343,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,12,0.95
344,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,1,0.9
344,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,6,0.95
344,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
345,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
345,C2H,FW-DEL-AUX-MAY,FW-DEL,may,<DELETED>,3,0.9
345,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,9,0.9
345,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
346,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,4,0.9
346,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,are,be,8,0.8
346,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
347,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
347,C2H,FW-DEL-AUX-HAVE,FW-DEL,have,<DELETED>,3,0.9
347,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,6,0.95
347,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,approached,approach,8,0.8
347,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,12,0.95
347,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,14,0.95
348,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
348,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
348,C2H,FW-DEL-ARTICLE-AN,FW-DEL,an,<DELETED>,5,0.95
348,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,14,0.95
348,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
349,C2H,FW-DEL-ARTICLE-A,FW-DEL,A,<DELETED>,0,0.95
349,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,suggests,suggest,2,0.8
349,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
349,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,11,0.95
349,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
350,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
350,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,3,0.9
350,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,15,0.95
351,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,1,0.95
351,C2H,FW-DEL-AUX-ARE,FW-DEL,are,<DELETED>,7,0.9
351,C2H,FW-DEL-ARTICLE-A,FW-DEL,a,<DELETED>,9,0.95
351,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,12,0.95
351,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
352,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
352,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
352,C2H,FORM-CHG-VERB-LEMMA,FORM-CHG,declined,decline,8,0.8
352,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,13,0.95
353,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
353,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,10,0.95
353,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,12,0.9
353,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,14,0.95
353,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,17,0.95
354,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
354,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,8,0.95
355,C2H,FW-DEL-ARTICLE-THE,FW-DEL,The,<DELETED>,0,0.95
355,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,5,0.9
355,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,9,0.95
355,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,9,0.95
356,C2H,FW-DEL-AUX-HAS,FW-DEL,has,<DELETED>,2,0.9
356,C2H,FW-DEL-ARTICLE-THE,FW-DEL,the,<DELETED>,8,0.95
356,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,10,0.95
357,C2H,FW-DEL-AUX-WILL,FW-DEL,will,<DELETED>,2,0.9
357,C2H,C-DEL-PERIOD,C-DEL,.,<DELETED>,11,0.95
358,C2H,FW-DEL-ARTICLE-AN,FW-DEL,An,<DELETED>,0,0.95
